ID_Atividade;Versão;ID_Projeto;Código_Projeto;Código_Projeto:Código_Projeto;Descrição_Atividade;Conclusão_Atividade;Gestor_Atividade;Data_Início;Data_Fim;Duração_Atividades;Documentos_Associados;Código_Projeto:ID;Código_Projeto:ID_Projeto;Tipo_Atividade;Modificado;Modificado por;Evento_IntervençãoCOM
AT/005/PR/082/2022;6.0;;121;PR/082/2022;Divulgação de informação junto dos centros de investigação nacionais;Sim;;20/12/2022;20/01/2023;31;0;121;Workshops Ciência e Política Pública;Atividade;12/10/2023 04:31;João Pinto Dutra;False
AT/006/PR/082/2022;6.0;;121;PR/082/2022;Organização e Relatório de avaliação Workshop 1-10;Sim;;01/02/2023;30/06/2023;149;0;121;Workshops Ciência e Política Pública;Entregável;24/08/2023 05:22;Fronika de Wit;False
AT/007/PR/082/2022;7.0;;121;PR/082/2022;Organização e Relatório de avaliação Workshop 10-20;Não;;01/05/2023;31/10/2023;183;0;121;Workshops Ciência e Política Pública;Entregável;12/10/2023 04:31;João Pinto Dutra;False
AT/008/PR/082/2022;6.0;;121;PR/082/2022;Realização da primeira reunião da Comunidade de Prática (CdP) Ciência e P.P. ;Não;;01/11/2023;30/11/2023;29;0;121;Workshops Ciência e Política Pública;Evento;12/10/2023 04:30;João Pinto Dutra;False
AT/009/PR/082/2022;5.0;;121;PR/082/2022;Relatório final - Workshops Ciência e P.P.;Não;;01/12/2023;31/01/2024;61;0;121;Workshops Ciência e Política Pública;Entregável;12/10/2023 04:30;João Pinto Dutra;False
AT/001/PR/083/2022;7.0;;122;PR/083/2022;Elaboração e assinatura do protocolo com o CHANGE;Sim;;01/10/2022;01/05/2023;212;0;122;Água e Solo: Antecipar Estratégias para Mitigação e Adaptação às Alterações Climáticas;Marco;12/10/2023 04:31;João Pinto Dutra;False
AT/002/PR/083/2022;6.0;;122;PR/083/2022;Relatório com a identificação dos stakeholders e da metodologia para concretizar a Estratégia Participada para a Gestão do Solo 2030;Não;;01/03/2023;27/11/2023;271;0;122;Água e Solo: Antecipar Estratégias para Mitigação e Adaptação às Alterações Climáticas;Entregável;26/10/2023 02:24;Fronika de Wit;False
AT/003/PR/083/2022;5.0;;122;PR/083/2022;Elaboração do protocolo para as sessões participativas para o Solo e do Relatório da primeira sessão (escala nacional) ;Não;;01/03/2023;01/02/2024;337;0;122;Água e Solo: Antecipar Estratégias para Mitigação e Adaptação às Alterações Climáticas;Entregável;24/08/2023 05:26;Fronika de Wit;False
AT/004/PR/083/2022;5.0;;122;PR/083/2022;Elaboração de um Policy Brief sobre o solo -escala nacional;Não;;01/10/2023;01/08/2024;305;0;122;Água e Solo: Antecipar Estratégias para Mitigação e Adaptação às Alterações Climáticas;Entregável;24/08/2023 05:24;Fronika de Wit;False
AT/005/PR/083/2022;4.0;;122;PR/083/2022;Elaboração de um Policy Brief sobre o solo -escala regional (Alentejo);Não;;01/10/2023;01/08/2024;305;0;122;Água e Solo: Antecipar Estratégias para Mitigação e Adaptação às Alterações Climáticas;Entregável;12/10/2023 03:48;João Pinto Dutra;False
AT/001/PR/084/2022;5.0;;123;PR/084/2022;Reuniões e elaboração de documentos exploratórios;Sim;;15/05/2022;30/10/2022;168;0;123;Desigualdades - Elaboração de proposta de relatório das desigualdades;Atividade;20/09/2023 01:37;Gonçalo Marçal;False
AT/002/PR/084/2022;6.0;;123;PR/084/2022;Elaboração de diagnóstico e caracterização das Desigualdades em PT;Sim;;30/10/2022;15/02/2023;108;0;123;Desigualdades - Elaboração de proposta de relatório das desigualdades;Atividade;26/10/2023 08:16;Gonçalo Marçal;False
AT/003/PR/084/2022;6.0;;123;PR/084/2022;Desenvolvimento de ferramenta de análise de políticas públicas com impacto nas desigualdades + teste com o Orçamento de Estado de 2023;Cancelado;;15/02/2023;03/07/2023;138;0;123;Desigualdades - Elaboração de proposta de relatório das desigualdades;Entregável;26/10/2023 08:35;Gonçalo Marçal;False
AT/004/PR/084/2022;6.0;;123;PR/084/2022;Elaboração do Relatório sobre as desigualdades que acompanha o Orçamento do Estado 2024;Não;;03/07/2023;30/11/2023;150;0;123;Desigualdades - Elaboração de proposta de relatório das desigualdades;Atividade;26/10/2023 08:35;Gonçalo Marçal;False
AT/005/PR/084/2022;5.0;;123;PR/084/2022;Formação e capacitação sobre metodologias de análise das desigualdades;Sim;;02/04/2023;03/07/2023;92;0;123;Desigualdades - Elaboração de proposta de relatório das desigualdades;Atividade;20/09/2023 01:38;Gonçalo Marçal;False
AT/006/PR/084/2022;6.0;;123;PR/084/2022;Elaboração de relatórios complementares sobre as desiguadades em Portugal e estudos de caso (incluindo desenvolvimento de indicador para a coesão territorial);Não;;02/05/2023;31/12/2025;974;0;123;Desigualdades - Elaboração de proposta de relatório das desigualdades;Atividade;26/10/2023 08:35;Gonçalo Marçal;False
AT/007/PR/084/2022;6.0;;123;PR/084/2022;Organização de um evento público (sessão, conferência ou workshop) no âmbito deste projecto.;Não;;01/03/2024;31/07/2024;152;0;123;Desigualdades - Elaboração de proposta de relatório das desigualdades;Evento;26/10/2023 08:37;Gonçalo Marçal;False
AT/001/PR/085/2022;8.0;;124;PR/085/2022;Elaboração GO e PNR 2022;Sim;;01/02/2022;30/09/2022;241;0;124;GO-PNR;Atividade;12/10/2023 03:47;João Pinto Dutra;False
AT/002/PR/085/2022;8.0;;124;PR/085/2022;Balanço e proposta para 2023;Sim;;15/09/2022;10/10/2022;25;0;124;GO-PNR;Atividade;12/10/2023 03:47;João Pinto Dutra;False
AT/003/PR/085/2022;7.0;;124;PR/085/2022;Desenvolvimento de plataforma e fichas de recolha de informação;Sim;;30/10/2022;30/01/2023;92;0;124;GO-PNR;Entregável;12/10/2023 03:47;João Pinto Dutra;False
AT/004/PR/085/2022;6.0;;124;PR/085/2022;Desenvolvimento de ferramenta de alocação de fundos a áreas de política e desafios estratégicos;Sim;;01/05/2022;20/02/2023;295;0;124;GO-PNR;Entregável;19/10/2023 01:45;Francisco Furtado;False
AT/005/PR/085/2022;8.0;;124;PR/085/2022;Trabalhos preparatórios para GO e PNR 2023 (incluindo levantamento e mapeamento de fundos europeus);Sim;;01/10/2022;30/01/2023;121;0;124;GO-PNR;Entregável;12/10/2023 03:46;João Pinto Dutra;False
AT/006/PR/085/2022;10.0;;124;PR/085/2022;Respostas a pareceres e pedidos 2022 (European Court of Auditors PNR, CES para PNR e GO, DL orçamentação por programas);Sim;;01/05/2022;30/12/2022;243;0;124;GO-PNR;Atividade;12/10/2023 03:46;João Pinto Dutra;False
AT/007/PR/085/2022;8.0;;124;PR/085/2022;Levantamento e sistematização de indicadores para GO-PNR;Sim;;01/07/2022;30/01/2023;213;0;124;GO-PNR;Atividade;12/10/2023 03:46;João Pinto Dutra;False
AT/008/PR/085/2022;9.0;;124;PR/085/2022;Elaboração de documentos públicos de literacia (O que são as GO, O que é o PNR, síntese das Go e do PNR 2022);Sim;;01/04/2022;30/09/2022;182;0;124;GO-PNR;Entregável;12/10/2023 03:46;João Pinto Dutra;False
AT/009/PR/085/2022;10.0;;124;PR/085/2022;Elaboração GO-PNR 2023;Sim;;02/02/2023;14/04/2023;71;0;124;GO-PNR;Atividade;12/10/2023 03:47;João Pinto Dutra;False
AT/010/PR/085/2022;9.0;;124;PR/085/2022;Balanço e proposta para 2024;Sim;;16/04/2023;30/05/2023;44;0;124;GO-PNR;Atividade;12/10/2023 03:46;João Pinto Dutra;False
AT/011/PR/085/2022;5.0;;124;PR/085/2022;Desenvolver uma plataforma informática PlanAPP para recolha de informação necessária para elaboração das GO, PNR e preenchimento da plataforma Cesar da Comissão Europeia;Não;;28/11/2022;29/11/2024;732;0;124;GO-PNR;Entregável;12/10/2023 04:32;João Pinto Dutra;False
AT/012/PR/085/2022;5.0;;124;PR/085/2022;Consolidar o sistema e base de dados com correspondência entre projectos, fontes de financiamento e áreas de política-desafios estratégicos;Cancelado;;01/01/2023;01/01/2023;0;0;124;GO-PNR;Atividade;12/10/2023 04:32;João Pinto Dutra;False
AT/013/PR/085/2022;8.0;;124;PR/085/2022;Acompanhamento do processo do Semestre Europeu e elaboração de documentos de reflexão sobre o mesmo, em particular a articulação de documentos de planeamento estratégico nacionais e europeus (PNR, PE, GO e outros) em 2023 (por exemplo publicação sobre fundos europeus);Não;;02/01/2023;30/12/2023;362;0;124;GO-PNR;Atividade;12/10/2023 04:31;João Pinto Dutra;False
AT/001/PR/002/2023;5.0;;128;PR/002/2023;Assinatura termo adicional/contrato-programa com a FCT;Cancelado;;01/06/2023;01/06/2023;0;0;128;Concursos individuais de Ciência para a Política Pública em ambiente não-academico;Marco;12/10/2023 02:07;João Pinto Dutra;False
AT/002/PR/002/2023;6.0;;128;PR/002/2023;Elaboração do formulário de manifestação de interesse das entidades da AP;Sim;;02/01/2023;28/02/2023;57;0;128;Concursos individuais de Ciência para a Política Pública em ambiente não-academico;Atividade;12/10/2023 02:34;João Pinto Dutra;False
AT/003/PR/002/2023;7.0;;128;PR/002/2023;Apoio à recolha das manifestações de interesse das entidades da AP;Sim;;01/03/2023;31/03/2023;30;0;128;Concursos individuais de Ciência para a Política Pública em ambiente não-academico;Atividade;12/10/2023 02:35;João Pinto Dutra;False
AT/004/PR/002/2023;6.0;;128;PR/002/2023;Apoio à definição dos membros do júri no painel FCT;Cancelado;;01/06/2023;01/06/2023;0;0;128;Concursos individuais de Ciência para a Política Pública em ambiente não-academico;Atividade;12/10/2023 02:07;João Pinto Dutra;False
AT/005/PR/002/2023;7.0;;128;PR/002/2023;Apoio à elaboração do edital do concurso e lançamento da call;Cancelado;;01/06/2023;01/06/2023;0;0;128;Concursos individuais de Ciência para a Política Pública em ambiente não-academico;Atividade;12/10/2023 02:08;João Pinto Dutra;False
AT/006/PR/002/2023;6.0;;128;PR/002/2023;Apoio à divulgação da call;Cancelado;;01/06/2023;01/06/2023;0;0;128;Concursos individuais de Ciência para a Política Pública em ambiente não-academico;Atividade;12/10/2023 02:08;João Pinto Dutra;False
AT/007/PR/002/2023;6.0;;128;PR/002/2023;Apoio à avaliação das candidaturas;Cancelado;;01/06/2023;01/06/2023;0;0;128;Concursos individuais de Ciência para a Política Pública em ambiente não-academico;Atividade;12/10/2023 02:08;João Pinto Dutra;False
AT/008/PR/002/2023;5.0;;128;PR/002/2023;Relatório de avaliação anual da atividade;Não;;02/01/2024;29/02/2024;58;0;128;Concursos individuais de Ciência para a Política Pública em ambiente não-academico;Entregável;12/10/2023 02:34;João Pinto Dutra;False
AT/004/PR/001/2023;6.0;;50;PR/001/2023;Apoio à definição dos membros do júri no painel FCT;Não;;02/10/2023;30/11/2023;59;0;50;Linha de Projetos Anuais de Ciência para a Política Pública;Atividade;26/09/2023 08:17;Susana Sobral;False
AT/005/PR/001/2023;6.0;;50;PR/001/2023;Apoio à elaboração do edital do concurso e lançamento da call;Não;;03/07/2023;29/09/2023;88;0;50;Linha de Projetos Anuais de Ciência para a Política Pública;Entregável;26/09/2023 08:18;Susana Sobral;False
AT/006/PR/001/2023;6.0;;50;PR/001/2023;Apoio à divulgação da call;Não;;01/09/2023;30/11/2023;90;0;50;Linha de Projetos Anuais de Ciência para a Política Pública;Atividade;26/09/2023 08:17;Susana Sobral;False
AT/007/PR/001/2023;6.0;;50;PR/001/2023;Apoio à avaliação das candidaturas;Não;;02/10/2023;31/12/2023;90;0;50;Linha de Projetos Anuais de Ciência para a Política Pública;Atividade;26/09/2023 08:17;Susana Sobral;False
AT/008/PR/001/2023;6.0;;50;PR/001/2023;Relatório de avaliação anual da atividade;Não;;01/01/2024;29/02/2024;59;0;50;Linha de Projetos Anuais de Ciência para a Política Pública;Atividade;12/10/2023 02:21;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Distribuição de atividades do projeto pelos parceiros;Não;;01/02/2023;28/02/2023;27;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Atividade;12/10/2023 02:35;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Assinatura dos protocolos com os parceiros;Não;;01/03/2023;30/04/2023;60;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Marco;12/10/2023 02:35;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Desenho e implementação das atividades referentes ao estudo: Mercado de Arrendamento - Estudos de Casos de Interesse Europeus;Não;;01/05/2023;31/10/2023;183;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Atividade;12/10/2023 02:35;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Elaboração do relatório relativo ao estudo:  Mercado de Arrendamento - Estudos de Casos de Interesse Europeus;Não;;01/09/2023;31/10/2023;60;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Entregável;12/10/2023 02:36;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Desenho e implementação das atividades referentes ao estudo: O Mercado Habitacional de Portugal - Desafios e Soluções;Não;;01/05/2023;31/10/2023;183;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Atividade;12/10/2023 02:36;João Pinto Dutra;False
AT/001/PR/003/2023;6.0;;129;PR/003/2023;Elaboração do relatório relativo ao estudo: O Mercado Habitacional de Portugal - Desafios e Soluções;Não;;01/09/2023;31/10/2023;60;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Entregável;12/10/2023 02:36;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Desenho e implementação das atividades referentes ao estudo: Estratégias de Resposta a Carências Socio-Económicas;Não;;01/05/2023;31/10/2023;183;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Atividade;12/10/2023 02:35;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Elaboração do relatório relativo ao estudo: Estratégias de Resposta a Carências Socio-Económicas;Não;;01/09/2023;31/10/2023;60;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Entregável;12/10/2023 02:36;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Desenho e implementação das atividades referentes ao estudo: Estratégias de Resposta aos Desafios Ambientais a 2 Décadas ;Não;;01/05/2023;31/10/2023;183;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Atividade;12/10/2023 02:35;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Elaboração do relatório relativo ao estudo: Estratégias de Resposta aos Desafios Ambientais a 2 Décadas ;Não;;01/09/2023;31/10/2023;60;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Entregável;12/10/2023 02:36;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Desenho e implementação das atividades referentes ao estudo: Estudo de Aplicabilidade a Portugal das medidas propostas;Não;;01/05/2023;31/01/2024;275;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Atividade;12/10/2023 02:36;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Elaboração do relatório relativo ao estudo: Estudo de Aplicabilidade a Portugal;Não;;01/09/2023;31/01/2024;152;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Entregável;12/10/2023 02:35;João Pinto Dutra;False
AT/001/PR/003/2023;5.0;;129;PR/003/2023;Relatório global do projeto/policy brief;Não;;01/11/2023;30/04/2024;181;0;129;Estudos comparativos para a Elaboração de Propostas Tendentes à Promoção da Transparência e Regulação do Mercado Habitacional;Entregável;12/10/2023 02:35;João Pinto Dutra;False
AT/001/PR/004/2023;6.0;;130;PR/004/2023;Participação nas reuniões ;Sim;;16/01/2023;16/02/2023;31;0;130;Relatório sobre a Autorização de Residência para Investimento;Atividade;12/10/2023 02:37;João Pinto Dutra;False
AT/002/PR/005/2023;6.0;;130;PR/004/2023;Análise de estudos internacionais sobre efeitos das ARI;Sim;;16/01/2023;16/02/2023;31;0;130;Relatório sobre a Autorização de Residência para Investimento;Atividade;12/10/2023 02:37;João Pinto Dutra;False
AT/001/PR/005/2023;5.0;;131;PR/005/2023;Ações de divulgação das recomendações do projeto OCDE na comunidade de avaliadores;Sim;;03/01/2023;11/07/2023;189;0;131;Disseminar a Avaliação de PP;Atividade;21/08/2023 07:02;Catarina Cristino Pereira;False
AT/002/PR/005/2023;6.0;;131;PR/005/2023;Ações de divulgação e discussão pública de resultados - Avaliaçoes PlanAPP;Sim;;03/05/2023;30/06/2023;58;0;131;Disseminar a Avaliação de PP;Atividade;06/06/2023 09:52;Catarina Cristino Pereira;False
AT/003/PR/005/2023;5.0;;131;PR/005/2023;Evento anual sobre avaliação de PP;Não;;11/01/2023;30/11/2023;323;0;131;Disseminar a Avaliação de PP;Evento;12/10/2023 02:40;João Pinto Dutra;False
AT/001/PR/006/2023;5.0;;132;PR/006/2023;Desenvolvimento de uma metodologia de análise de impactos à escala regional;Não;;01/03/2023;30/12/2023;304;0;132;Ferramentas Suporte Planeamento;Atividade;12/10/2023 02:47;João Pinto Dutra;False
AT/002/PR/006/2023;5.0;;132;PR/006/2023;Desenvolvimento de modelo VAR para análise de choques;Não;;01/05/2023;30/09/2023;152;0;132;Ferramentas Suporte Planeamento;Atividade;12/10/2023 02:47;João Pinto Dutra;False
AT/003/PR/006/2023;5.0;;132;PR/006/2023;Formação QUEST;Não;;01/06/2023;30/06/2023;29;0;132;Ferramentas Suporte Planeamento;Atividade;12/10/2023 02:47;João Pinto Dutra;False
AT/001/PR/007/2023;4.0;;133;PR/017/2023;Identificar os processos RH;Não;;15/02/2023;30/09/2023;227;0;133;Sistematização dos Procedimentos de Recursos Humanos;Atividade;12/10/2023 03:27;João Pinto Dutra;False
AT/002/PR/007/2023;4.0;;133;PR/017/2023;Elaborar fluxos dos processos (legislação, prazos, templates, RGPD);Não;;15/02/2023;30/09/2023;227;0;133;Sistematização dos Procedimentos de Recursos Humanos;Atividade;12/10/2023 03:28;João Pinto Dutra;False
AT/005/PR/055/2022;3.0;;92;PR/055/2022;Infografia;Não;;01/05/2023;12/05/2023;11;0;92;Avaliação OPJP;Entregável;12/10/2023 04:12;João Pinto Dutra;False
AT/001/PR/008/2023;5.0;;154;PR/008/2023;A. Gestão e acompanhamento do projeto;Sim;;02/01/2023;19/07/2023;198;0;154;ODS - Relatório Voluntário Nacional 2023;Marco;16/06/2023 01:56;Ana Salvado;False
AT/002/PR/008/2023;5.0;;154;PR/008/2023;B.1 Elementos de referência;Sim;;02/01/2023;28/02/2023;57;0;154;ODS - Relatório Voluntário Nacional 2023;Entregável;16/06/2023 01:56;Ana Salvado;False
AT/003/PR/008/2023;5.0;;154;PR/008/2023;B.2 Desenvolvimento dos instrumentos de recolha;Sim;;16/01/2023;10/02/2023;25;0;154;ODS - Relatório Voluntário Nacional 2023;Entregável;16/06/2023 01:56;Ana Salvado;False
AT/004/PR/008/2023;5.0;;154;PR/008/2023;C.1 Recolha e sistematização de informação- Áreas Governativas;Sim;;06/02/2023;31/03/2023;53;0;154;ODS - Relatório Voluntário Nacional 2023;Atividade;16/06/2023 01:56;Ana Salvado;False
AT/005/PR/008/2023;5.0;;154;PR/008/2023;C.2 Recolha e sistematização de informação- Adm. Pública sub-nacional e Soc. Civil;Sim;;13/02/2023;17/03/2023;32;0;154;ODS - Relatório Voluntário Nacional 2023;Atividade;16/06/2023 01:57;Ana Salvado;False
AT/006/PR/008/2023;5.0;;154;PR/008/2023;D.1 Redação do RVN;Sim;;08/02/2023;06/04/2023;57;0;154;ODS - Relatório Voluntário Nacional 2023;Entregável;16/06/2023 01:57;Ana Salvado;False
AT/007/PR/008/2023;5.0;;154;PR/008/2023;D.2 Validação e Tradução do RVN;Sim;;10/04/2023;08/06/2023;59;0;154;ODS - Relatório Voluntário Nacional 2023;Atividade;16/06/2023 01:57;Ana Salvado;False
AT/008/PR/008/2023;5.0;;154;PR/008/2023;D.3 Submissão do RVN;Sim;;09/06/2023;09/06/2023;0;0;154;ODS - Relatório Voluntário Nacional 2023;Marco;16/06/2023 01:57;Ana Salvado;False
AT/009/PR/008/2023;5.0;;154;PR/008/2023;E.1 Redação das Mensagens Principais (MP);Sim;;27/03/2023;14/04/2023;18;0;154;ODS - Relatório Voluntário Nacional 2023;Entregável;16/06/2023 01:58;Ana Salvado;False
AT/010/PR/008/2023;5.0;;154;PR/008/2023;E.2 Validação e Tradução das MP;Sim;;17/04/2023;28/04/2023;11;0;154;ODS - Relatório Voluntário Nacional 2023;Atividade;16/06/2023 01:58;Ana Salvado;False
AT/011/PR/008/2023;5.0;;154;PR/008/2023;E.3 Submissão das MP;Sim;;03/05/2023;03/05/2023;0;0;154;ODS - Relatório Voluntário Nacional 2023;Marco;16/06/2023 01:58;Ana Salvado;False
AT/012/PR/008/2023;6.0;;154;PR/008/2023;F. HLPF apoio à apresentação do RVN2023 pelo Estado Português;Cancelado;;17/07/2023;19/07/2023;2;0;154;ODS - Relatório Voluntário Nacional 2023;Atividade;12/10/2023 02:55;João Pinto Dutra;False
AT/001/PR/036/2022;5.0;;44;PR/036/2022;Análise da legislação relevante para identificar as novidades introduzidas pelo DL 108/2018.;Não;;01/01/2023;01/01/2023;0;0;44;Avaliação ex-post sobre Proteção Radiológica;Atividade;12/10/2023 04:03;João Pinto Dutra;False
AT/002/PR/036/2022;4.0;;44;PR/036/2022;Identificação dos encargos decorrentes do diploma;Não;;01/01/2023;01/01/2023;0;0;44;Avaliação ex-post sobre Proteção Radiológica;Atividade;12/10/2023 04:02;João Pinto Dutra;False
AT/003/PR/036/2022;4.0;;44;PR/036/2022;Definição de uma metodologia para estimar os encargos identificados;Não;;01/01/2023;01/01/2023;0;0;44;Avaliação ex-post sobre Proteção Radiológica;Atividade;12/10/2023 04:02;João Pinto Dutra;False
AT/004/PR/036/2022;4.0;;44;PR/036/2022;Aplicação da metodologia;Não;;01/01/2023;01/01/2023;0;0;44;Avaliação ex-post sobre Proteção Radiológica;Atividade;12/10/2023 04:02;João Pinto Dutra;False
AT/005/PR/036/2022;4.0;;44;PR/036/2022;Análise dos resultados obtidos;Não;;01/01/2023;01/01/2023;0;0;44;Avaliação ex-post sobre Proteção Radiológica;Atividade;12/10/2023 04:02;João Pinto Dutra;False
AT/006/PR/036/2022;4.0;;44;PR/036/2022;Elaboração do relatório de avaliação ex post;Não;;01/01/2023;01/01/2023;0;0;44;Avaliação ex-post sobre Proteção Radiológica;Atividade;12/10/2023 04:02;João Pinto Dutra;False
AT/001/PR/038/2022;9.0;;46;PR/038/2022;Reuniões preparatórias;Não;;01/09/2022;31/12/2022;121;0;46;Avaliação ex-post de Quotas nos órgãos de administração;Atividade;12/10/2023 04:03;João Pinto Dutra;False
AT/002/PR/038/2022;8.0;;46;PR/038/2022;Adjudicação da proposta técnica;Não;;01/06/2023;01/06/2023;0;0;46;Avaliação ex-post de Quotas nos órgãos de administração;Marco;12/10/2023 04:03;João Pinto Dutra;False
AT/003/PR/038/2022;8.0;;46;PR/038/2022;Entrega de working paper;Não;;01/06/2023;30/06/2023;29;0;46;Avaliação ex-post de Quotas nos órgãos de administração;Entregável;12/10/2023 04:03;João Pinto Dutra;False
AT/004/PR/038/2022;5.0;;46;PR/038/2022;Entrega do relatório final;Não;;01/09/2023;30/09/2023;29;0;46;Avaliação ex-post de Quotas nos órgãos de administração;Entregável;12/10/2023 04:03;João Pinto Dutra;False
AT/002/PR/061/2022;6.0;;99;PR/061/2022;Elaboração de uma proposta de agenda e convocatória ;Sim;;02/11/2021;13/12/2021;41;0;99;Bases para a constituição da RePLAN;Atividade;12/10/2023 04:14;João Pinto Dutra;False
AT/003/PR/061/2022;6.0;;99;PR/061/2022;Elaboração de uma proposta de apresentação da rede (identificação de áreas potencialmente relevantes para o trabalho em rede, com vista à constituição de grupos de trabalho e de equipas multissetoriais) ;Sim;;02/11/2021;13/12/2021;41;0;99;Bases para a constituição da RePLAN;Atividade;12/10/2023 04:14;João Pinto Dutra;False
AT/004/PR/061/2022;6.0;;99;PR/061/2022;Identificação de organismos com competências em matéria de planeamento e prospetiva que podem ser potenciais membros da RePlan ;Sim;;02/11/2021;13/12/2021;41;0;99;Bases para a constituição da RePLAN;Atividade;12/10/2023 04:14;João Pinto Dutra;False
AT/005/PR/061/2022;6.0;;99;PR/061/2022;Levantamento de Redes Colaborativas associadas aos 140 Instrumentos de Planeamento em vigor em 2022 (disponibilizado na Lista de Publicações PlanAPP);Sim;;18/02/2022;27/04/2022;68;0;99;Bases para a constituição da RePLAN;Atividade;12/10/2023 04:14;João Pinto Dutra;False
At/006/PR/061/2022;6.0;;99;PR/061/2022;"Organização de um Café do Conhecimento sobre a RePlan (""Chapéus há muitos"")";Sim;;05/05/2022;05/05/2022;0;0;99;Bases para a constituição da RePLAN;Evento;12/10/2023 04:14;João Pinto Dutra;False
AT/007/PR/061/2022;6.0;;99;PR/061/2022;Primeira reflexão e sistematização de uma Teoria da Mudança para a RePlan;Sim;;02/05/2022;14/06/2022;43;0;99;Bases para a constituição da RePLAN;Atividade;12/10/2023 04:14;João Pinto Dutra;False
AT/008/PR/061/2022;6.0;;99;PR/061/2022;Levantamento das das funções de apoio à decisão política em 177 entidades da Administração Pública Portuguesa (disponibilizado na Lista de Publicações PlanAPP);Sim;;06/06/2022;15/06/2022;9;0;99;Bases para a constituição da RePLAN;Atividade;12/10/2023 04:14;João Pinto Dutra;False
AT/009/PR/061/2022;6.0;;99;PR/061/2022;Recolha de informação e sistematização sobre grupos de trabalho e redes interministeriais na Administração Pública;Sim;;04/07/2022;07/07/2022;3;0;99;Bases para a constituição da RePLAN;Atividade;12/10/2023 04:14;João Pinto Dutra;False
AT/010/PR/061/2022;7.0;;99;PR/061/2022;Elaboração de uma proposta de modelos de Governança para o Planeamento Estratégico (disponibilizado na Lista de Publicações PlanAPP);Sim;;15/07/2022;30/08/2022;46;0;99;Bases para a constituição da RePLAN;Atividade;12/10/2023 04:14;João Pinto Dutra;False
;8.0;;13;PR/005/2022;Módulo 4 - Output 1 -;Sim;;20/06/2022;05/09/2022;77;0;13;Reflexão estratégica - OCDE;Atividade;12/10/2023 02:38;João Pinto Dutra;False
;8.0;;13;PR/005/2022;Módulo 3 - Output 2 A - Workshop virtual - How can strategic foresight shape public policy ?;Sim;;28/06/2022;28/06/2022;0;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:38;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 3 - Output 1 C -  Reunião Bilateral com a Bélgica;Sim;;01/04/2022;06/07/2022;96;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:38;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 2 - Fact-finding Mission, Lisboa, incluindo reuniões virtuais;Sim;;06/07/2022;18/07/2022;12;0;13;Reflexão estratégica - OCDE;Atividade;12/10/2023 02:38;João Pinto Dutra;False
;8.0;;13;PR/005/2022;Módulo 4 - Output 2  - Workshop on Strategic Planning  ( formato hibrido, Paris );Sim;;08/07/2022;08/07/2022;0;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:37;João Pinto Dutra;False
